EVENT_NAME,EVENT_TIME,EVENT_DAY,CATEGORY,CATEGORY_DETAIL,PROMOTION
21REG0401,2021-04-01T16:10:00,Thursday,Historical Ceremony,Opening Day,Opening Day
21REG0401,2021-04-01T16:10:00,Thursday,Historical Ceremony,,Reds Magnetic Schedule
21REG0401,2021-04-01T16:10:00,Thursday,Theme Game,Opening Day,Opening Day
21REG0401,2021-04-01T16:10:00,Thursday,Theme Game,,Reds Magnetic Schedule
21REG0401,2021-04-01T16:10:00,Thursday,Kids/Family Event,Opening Day,Opening Day
21REG0401,2021-04-01T16:10:00,Thursday,Kids/Family Event,,Reds Magnetic Schedule
21REG0401,2021-04-01T16:10:00,Thursday,Day of Game Highlight,Opening Day,Opening Day
21REG0401,2021-04-01T16:10:00,Thursday,Day of Game Highlight,,Reds Magnetic Schedule
21REG0401,2021-04-01T16:10:00,Thursday,Concert,Opening Day,Opening Day
21REG0401,2021-04-01T16:10:00,Thursday,Concert,,Reds Magnetic Schedule
21REG0403,2021-04-03T16:10:00,Saturday,Hat,,Kids Opening Day
21REG0403,2021-04-03T16:10:00,Saturday,Hat,,Kids Reds Cap
21REG0404,2021-04-04T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0404,2021-04-04T13:10:00,Sunday,Misc. Giveaway,,Tucker Barnhart Fathead® Kids Giveaway
21REG0405,2021-04-05T18:40:00,Monday,Misc. Giveaway,,Weekday Giveaway
21REG0405,2021-04-05T18:40:00,Monday,Misc. Giveaway,,Reds Team Calendar
21REG0406,2021-04-06T18:40:00,Tuesday,Misc. Giveaway,,Weekday Giveaway
21REG0406,2021-04-06T18:40:00,Tuesday,Misc. Giveaway,,Reds Team Calendar
21REG0407,2021-04-07T12:35:00,Wednesday,Misc. Giveaway,,Weekday Giveaway
21REG0407,2021-04-07T12:35:00,Wednesday,Misc. Giveaway,,Reds Team Calendar
21REG0416,2021-04-16T19:10:00,Friday,Misc. Giveaway,,Weekday Giveaway
21REG0416,2021-04-16T19:10:00,Friday,Misc. Giveaway,,Jackie Robinson Baseball Card
21REG0417,2021-04-17T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0417,2021-04-17T16:10:00,Saturday,Misc. Giveaway,,Eric Davis FUNKO POP!
21REG0418,2021-04-18T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0418,2021-04-18T13:10:00,Sunday,Misc. Giveaway,,Amir Garrett Fathead® Kids Giveaway
21REG0430,2021-04-30T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0430,2021-04-30T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0501,2021-05-01T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0501,2021-05-01T16:10:00,Saturday,Misc. Giveaway,,Reds Tote Bag
21REG0502,2021-05-02T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0502,2021-05-02T13:10:00,Sunday,Misc. Giveaway,,Shogo Akiyama Fathead® Kids Giveaway
21REG0505,2021-05-05T12:35:00,Wednesday,Misc. Giveaway,,Weekday Giveaway
21REG0505,2021-05-05T12:35:00,Wednesday,Misc. Giveaway,,Reds Tote Bag
21REG0517,2021-05-17T18:40:00,Monday,Misc. Giveaway,,Weekday Giveaway
21REG0517,2021-05-17T18:40:00,Monday,Bobblehead,,Mike Moustakas Bobblehead
21REG0521,2021-05-21T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0521,2021-05-21T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0522,2021-05-22T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0522,2021-05-22T16:10:00,Saturday,Bobblehead,,Mike Moustakas Bobblehead
21REG0523,2021-05-23T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0523,2021-05-23T13:10:00,Sunday,Misc. Giveaway,,Team Baseball Card Set Kids Giveaway
21REG0601,2021-06-01T19:10:00,Tuesday,Day of Game Highlight,,Jewish Community Night
21REG0609,2021-06-09T19:10:00,Wednesday,Misc. Giveaway,,Weekday Giveaway
21REG0609,2021-06-09T19:10:00,Wednesday,Bobblehead,,Shogo Akiyama Bobblehead
21REG0610,2021-06-10T12:35:00,Thursday,Day of Game Highlight,,Business Day Specials
21REG0610,2021-06-10T12:35:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0611,2021-06-11T19:10:00,Friday,Theme Game,,Pride Community Night
21REG0611,2021-06-11T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0611,2021-06-11T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0612,2021-06-12T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0612,2021-06-12T16:10:00,Saturday,Bobblehead,,Shogo Akiyama Bobblehead
21REG0613,2021-06-13T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0613,2021-06-13T13:10:00,Sunday,Misc. Giveaway,,Fathead® Kids Giveaway
21REG0613,2021-06-13T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0624,2021-06-24T19:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0624,2021-06-24T19:10:00,Thursday,Misc. Giveaway,,Weekday Giveaway
21REG0624,2021-06-24T19:10:00,Thursday,Bobblehead,,"""Queen City Sluggers"" Triple Bobblehead"
21REG0625,2021-06-25T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0625,2021-06-25T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0626,2021-06-26T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0626,2021-06-26T16:10:00,Saturday,Bobblehead,,"""Queen City Sluggers"" Triple Bobblehead"
21REG0627,2021-06-27T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0627,2021-06-27T13:10:00,Sunday,Misc. Giveaway,,Bee Plush Kids Giveaway
21REG0627,2021-06-27T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0629,2021-06-29T19:10:00,Tuesday,Theme Game,,Cincinnati Zoo Ticket Package
21REG0701,2021-07-01T19:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0702,2021-07-02T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0702,2021-07-02T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0703,2021-07-03T16:10:00,Saturday,Theme Days,,Super Saturday
21REG0703,2021-07-03T16:10:00,Saturday,Apparel,,Patriotic T-Shirt
21REG0704,2021-07-04T13:10:00,Sunday,Theme Days,,Military Appreciation Days
21REG0704,2021-07-04T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0704,2021-07-04T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0704,2021-07-04T13:10:00,Sunday,Misc. Giveaway,,Fathead® Kids Giveaway
21REG0716,2021-07-16T19:10:00,Friday,Day of Game Highlight,,African American Community Night
21REG0716,2021-07-16T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0716,2021-07-16T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0717,2021-07-17T19:10:00,Saturday,Theme Days,,Super Saturday
21REG0717,2021-07-17T19:10:00,Saturday,Misc. Giveaway,,MARVEL Wade Miley No-Hitter Poster
21REG0718,2021-07-18T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0718,2021-07-18T13:10:00,Sunday,Figurine,,Luis Castillo Fathead® Kids Giveaway
21REG0720,2021-07-20T19:10:00,Tuesday,Theme Game,,STAR WARS™ Ticket Package
21REG0721,2021-07-21T12:35:00,Wednesday,Day of Game Highlight,,Business Day Specials
21REG0723,2021-07-23T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0723,2021-07-23T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0723,2021-07-23T19:10:00,Friday,Day of Game Highlight,,Irish Community Night
21REG0724,2021-07-24T19:10:00,Saturday,Theme Days,,Super Saturday
21REG0724,2021-07-24T19:10:00,Saturday,Misc. Giveaway,,Reds Socks
21REG0725,2021-07-25T13:10:00,Sunday,Misc. Giveaway,,Topps Card Day
21REG0725,2021-07-25T13:10:00,Sunday,Misc. Giveaway,,Premium Topps Baseball Card
21REG0725,2021-07-25T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0725,2021-07-25T13:10:00,Sunday,Day of Game Highlight,,Japanese American Community Day
21REG0803,2021-08-03T19:10:00,Tuesday,Ticket Offer,,Senior Days
21REG0803,2021-08-03T19:10:00,Tuesday,Theme Game,,Jerry Garcia Ticket Package
21REG0804,2021-08-04T12:35:00,Wednesday,Day of Game Highlight,,Business Day Specials
21REG0805,2021-08-05T19:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0805,2021-08-05T19:10:00,Thursday,Ticket Offer,,Senior Days
21REG0805,2021-08-05T19:10:00,Thursday,Day of Game Highlight,,Bark in the Park
21REG0806,2021-08-06T19:10:00,Friday,Theme Days,,Military Appreciation Days
21REG0806,2021-08-06T19:10:00,Friday,Day of Game Highlight,,Fireworks Friday
21REG0806,2021-08-06T19:10:00,Friday,Day of Game Highlight,,Post-Game Fireworks Show
21REG0807,2021-08-07T19:10:00,Saturday,Theme Days,,Super Saturday
21REG0807,2021-08-07T19:10:00,Saturday,Bobblehead,Figurine,Gapper Bobble Belly
21REG0808,2021-08-08T13:10:00,Sunday,Theme Days,,Joe Morgan Day
21REG0808,2021-08-08T13:10:00,Sunday,Misc. Giveaway,,Joe Morgan #8 Baseball Cap
21REG0808,2021-08-08T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0818,2021-08-18T12:35:00,Wednesday,Day of Game Highlight,,Business Day Specials
21REG0819,2021-08-19T19:10:00,Thursday,Ticket Offer,,Senior Days
21REG0819,2021-08-19T19:10:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0820,2021-08-20T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0820,2021-08-20T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0821,2021-08-21T18:40:00,Saturday,Theme Days,,Super Saturday
21REG0821,2021-08-21T18:40:00,Saturday,Misc. Giveaway,,Marty Brennaman Pennant
21REG0821,2021-08-21T18:40:00,Saturday,Concert,,"Ohio Lottery Post-Game Concert featuring ""I Love the '90s"""
21REG0822,2021-08-22T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0822,2021-08-22T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0822,2021-08-22T13:10:00,Sunday,Kids/Family Event,,Jesse Winker Fathead® Kids Giveaway
21REG0830,2021-08-30T18:40:00,Monday,Ticket Offer,,Senior Days
21REG0901,2021-09-01T18:40:00,Wednesday,Ticket Offer,,Senior Days
21REG0903,2021-09-03T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0903,2021-09-03T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0904,2021-09-04T19:10:00,Saturday,Theme Days,,Super Saturday
21REG0904,2021-09-04T19:10:00,Saturday,Bobblehead,,Barry Larkin Dual Bobblehead
21REG0905,2021-09-05T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0905,2021-09-05T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0905,2021-09-05T13:10:00,Sunday,Kids/Family Event,,Tyler Stephenson Fathead® Kids Giveaway
21REG0917,2021-09-17T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0917,2021-09-17T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0917,2021-09-17T19:10:00,Friday,Theme Days,,Military Appreciation Days
21REG0917,2021-09-17T19:10:00,Friday,Day of Game Highlight,,Oktoberfest Ticket Package: Theme Ticket Required
21REG0918,2021-09-18T14:10:00,Saturday,Day of Game Highlight,,Oktoberfest Ticket Package: Theme Ticket Required
21REG0918,2021-09-18T14:10:00,Saturday,Day of Game Highlight,,German Community Night
21REG0918,2021-09-18T14:10:00,Saturday,Theme Days,,Super Saturday
21REG0918,2021-09-18T14:10:00,Saturday,Misc. Giveaway,,Reds Can Cooler
21REG0919,2021-09-19T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0919,2021-09-19T13:10:00,Sunday,Kids/Family Event,,Eugenio Suárez Fathead® Kids Giveaway
21REG0919,2021-09-19T13:10:00,Sunday,Day of Game Highlight,,Oktoberfest Ticket Package: Theme Ticket Required
21REG0919,2021-09-19T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0920,2021-09-20T18:40:00,Monday,Ticket Offer,,Senior Days
21REG0921,2021-09-21T18:40:00,Tuesday,Ticket Offer,,Senior Days
21REG0923,2021-09-23T18:40:00,Thursday,Ticket Offer,,Thirsty Thursdays
21REG0923,2021-09-23T18:40:00,Thursday,Ticket Offer,,Senior Days
21REG0924,2021-09-24T19:10:00,Friday,Fireworks or Drone Show,,Fireworks Friday
21REG0924,2021-09-24T19:10:00,Friday,Fireworks or Drone Show,,Post-Game Fireworks Show
21REG0924,2021-09-24T19:10:00,Friday,Theme Game,,Fiesta Rojos: Hispanic Community Night
21REG0924,2021-09-24T19:10:00,Friday,Misc. Giveaway,,Weekday Giveaway Roberto Clemente Baseball Card
21REG0925,2021-09-25T19:10:00,Saturday,Theme Days,,Super Saturday
21REG0925,2021-09-25T19:10:00,Saturday,Misc. Giveaway,,Reds Team Photo
21REG0926,2021-09-26T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0926,2021-09-26T13:10:00,Sunday,Kids/Family Event,,Joey Votto Fathead® Kids Giveaway
21REG0926,2021-09-26T13:10:00,Sunday,Kids/Family Days,,Family Sunday
21REG0926,2021-09-26T13:10:00,Sunday,Theme Days,,Fan Appreciation Day
22REG0412,2022-04-12T16:10:00,Tuesday,Day of Game Highlight,Opening Day,Opening Day
22REG0412,2022-04-12T16:10:00,Tuesday,Day of Game Highlight,,Reds Magnetic Schedule & Car Magnet
22REG0413,2022-04-13T12:35:00,Wednesday,Ticket Offer,,Senior Days
22REG0413,2022-04-13T12:35:00,Wednesday,Theme Game,,Business Day Specials
22REG0422,2022-04-22T18:40:00,Friday,Concert,,Fireworks Friday
22REG0422,2022-04-22T18:40:00,Friday,Concert,,Post-Game Fireworks Show
22REG0422,2022-04-22T18:40:00,Friday,Historical Ceremony,,Fireworks Friday
22REG0422,2022-04-22T18:40:00,Friday,Historical Ceremony,,Post-Game Fireworks Show
22REG0422,2022-04-22T18:40:00,Friday,Day of Game Highlight,,Fireworks Friday
22REG0422,2022-04-22T18:40:00,Friday,Day of Game Highlight,,Post-Game Fireworks Show
22REG0422,2022-04-22T18:40:00,Friday,Kids/Family Event,,Fireworks Friday
22REG0422,2022-04-22T18:40:00,Friday,Kids/Family Event,,Post-Game Fireworks Show
22REG0423,2022-04-23T16:10:00,Saturday,Hat,,Kids Opening Day
22REG0423,2022-04-23T16:10:00,Saturday,Hat,,Kids Reds Cap
22REG0423,2022-04-23T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0423,2022-04-23T16:10:00,Saturday,Concert,,Reds Calendar
22REG0423,2022-04-23T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0423,2022-04-23T16:10:00,Saturday,Kids/Family Event,,Reds Calendar
22REG0423,2022-04-23T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0423,2022-04-23T16:10:00,Saturday,Day of Game Highlight,,Reds Calendar
22REG0423,2022-04-23T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0423,2022-04-23T16:10:00,Saturday,Historical Ceremony,,Reds Calendar
22REG0424,2022-04-24T13:40:00,Sunday,Day of Game Highlight,,Run the Bases Days
22REG0424,2022-04-24T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0424,2022-04-24T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0424,2022-04-24T13:40:00,Sunday,Kids/Family Event,,Kids Giveaway
22REG0424,2022-04-24T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0424,2022-04-24T13:40:00,Sunday,Misc. Giveaway,,Kids Giveaway
22REG0428,2022-04-28T12:35:00,Thursday,Theme Game,,Business Day Specials
22REG0428,2022-04-28T12:35:00,Thursday,Ticket Offer,,Senior Days
22REG0428,2022-04-28T12:35:00,Thursday,Ticket Offer,,Thirsty Thursdays
22REG0507G2,2022-05-07T18:40:00,Saturday,Theme Days,,Super Saturday
22REG0507G2,2022-05-07T18:40:00,Saturday,Concert,,STAR WARS™ Jedi Joey Bobblehead
22REG0507G2,2022-05-07T18:40:00,Saturday,Theme Days,,Super Saturday
22REG0507G2,2022-05-07T18:40:00,Saturday,Historical Ceremony,,STAR WARS™ Jedi Joey Bobblehead
22REG0507G2,2022-05-07T18:40:00,Saturday,Theme Days,,Super Saturday
22REG0507G2,2022-05-07T18:40:00,Saturday,Kids/Family Event,,STAR WARS™ Jedi Joey Bobblehead
22REG0507G2,2022-05-07T18:40:00,Saturday,Theme Days,,Super Saturday
22REG0507G2,2022-05-07T18:40:00,Saturday,Day of Game Highlight,,STAR WARS™ Jedi Joey Bobblehead
22REG0508,2022-05-08T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0508,2022-05-08T13:40:00,Sunday,Misc. Giveaway,,Mother's Day Keychain Giveaway
22REG0508,2022-05-08T13:40:00,Sunday,Misc. Giveaway,,Mother's Day Keychain Giveaway
22REG0508,2022-05-08T13:40:00,Sunday,Misc. Giveaway,,Mother's Day Keychain Giveaway
22REG0508,2022-05-08T13:40:00,Sunday,Misc. Giveaway,,Mother's Day Keychain Giveaway
22REG0509,2022-05-09T18:40:00,Monday,Day of Game Highlight,,Bark in the Park
22REG0510,2022-05-10T18:40:00,Tuesday,Theme Days,,3-2-1 Tuesdays
22REG0511,2022-05-11T12:35:00,Wednesday,Theme Game,,Business Day Specials
22REG0511,2022-05-11T12:35:00,Wednesday,Ticket Offer,,Senior Days
22REG0524,2022-05-24T18:40:00,Tuesday,Theme Days,,3-2-1 Tuesdays
22REG0526,2022-05-26T12:35:00,Thursday,Ticket Offer,,Senior Days
22REG0526,2022-05-26T12:35:00,Thursday,Theme Game,,Business Day Specials
22REG0526,2022-05-26T12:35:00,Thursday,Ticket Offer,,Thirsty Thursdays
22REG0527,2022-05-27T18:40:00,Friday,Day of Game Highlight,,Cincinnati Zoo Bald Eagle Flights
22REG0527,2022-05-27T18:40:00,Friday,Historical Ceremony,,Fireworks Friday
22REG0527,2022-05-27T18:40:00,Friday,Historical Ceremony,,Post-Game Fireworks Show
22REG0527,2022-05-27T18:40:00,Friday,Kids/Family Event,,Fireworks Friday
22REG0527,2022-05-27T18:40:00,Friday,Kids/Family Event,,Post-Game Fireworks Show
22REG0527,2022-05-27T18:40:00,Friday,Day of Game Highlight,,Fireworks Friday
22REG0527,2022-05-27T18:40:00,Friday,Day of Game Highlight,,Post-Game Fireworks Show
22REG0527,2022-05-27T18:40:00,Friday,Concert,,Fireworks Friday
22REG0527,2022-05-27T18:40:00,Friday,Concert,,Post-Game Fireworks Show
22REG0528,2022-05-28T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0528,2022-05-28T16:10:00,Saturday,Historical Ceremony,,Tyler Stephenson Bobblehead
22REG0528,2022-05-28T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0528,2022-05-28T16:10:00,Saturday,Kids/Family Event,,Tyler Stephenson Bobblehead
22REG0528,2022-05-28T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0528,2022-05-28T16:10:00,Saturday,Concert,,Tyler Stephenson Bobblehead
22REG0528,2022-05-28T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0528,2022-05-28T16:10:00,Saturday,Day of Game Highlight,,Tyler Stephenson Bobblehead
22REG0529,2022-05-29T11:35:00,Sunday,Theme Days,,Military Appreciation Days
22REG0529,2022-05-29T11:35:00,Sunday,Kids/Family Days,,Family Sunday
22REG0529,2022-05-29T11:35:00,Sunday,Misc. Giveaway,,Kids Headband Giveaway
22REG0529,2022-05-29T11:35:00,Sunday,Theme Game,,Summer Sundays Ticket Package
22REG0529,2022-05-29T11:35:00,Sunday,Kids/Family Days,,Family Sunday
22REG0602,2022-06-02T18:40:00,Thursday,Ticket Offer,,Thirsty Thursdays
22REG0603,2022-06-03T18:40:00,Friday,Day of Game Highlight,,Cincinnati Zoo Bald Eagle Flights
22REG0603,2022-06-03T18:40:00,Friday,Historical Ceremony,,Fireworks Friday
22REG0603,2022-06-03T18:40:00,Friday,Historical Ceremony,,Post-Game Fireworks Show
22REG0603,2022-06-03T18:40:00,Friday,Kids/Family Event,,Fireworks Friday
22REG0603,2022-06-03T18:40:00,Friday,Kids/Family Event,,Post-Game Fireworks Show
22REG0603,2022-06-03T18:40:00,Friday,Concert,,Fireworks Friday
22REG0603,2022-06-03T18:40:00,Friday,Concert,,Post-Game Fireworks Show
22REG0603,2022-06-03T18:40:00,Friday,Day of Game Highlight,,Fireworks Friday
22REG0603,2022-06-03T18:40:00,Friday,Day of Game Highlight,,Post-Game Fireworks Show
22REG0604,2022-06-04T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0604,2022-06-04T16:10:00,Saturday,Kids/Family Event,,Jonathan India Replica Jersey
22REG0604,2022-06-04T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0604,2022-06-04T16:10:00,Saturday,Day of Game Highlight,,Jonathan India Replica Jersey
22REG0604,2022-06-04T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0604,2022-06-04T16:10:00,Saturday,Concert,,Jonathan India Replica Jersey
22REG0604,2022-06-04T16:10:00,Saturday,Theme Days,,Super Saturday
22REG0604,2022-06-04T16:10:00,Saturday,Historical Ceremony,,Jonathan India Replica Jersey
22REG0605,2022-06-05T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0605,2022-06-05T13:40:00,Sunday,Misc. Giveaway,,Hunter Greene Poster Giveaway
22REG0605,2022-06-05T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0605,2022-06-05T13:40:00,Sunday,Kids/Family Event,,Hunter Greene Poster Giveaway
22REG0605,2022-06-05T13:40:00,Sunday,Theme Game,,Summer Sundays Ticket Package
22REG0605,2022-06-05T13:40:00,Sunday,Kids/Family Days,,Family Sunday
22REG0606,2022-06-06T18:40:00,Monday,Theme Days,,Military Appreciation Days
22REG0607,2022-06-07T18:40:00,Tuesday,Theme Days,,3-2-1 Tuesdays
